recipe_id,rating,name,n_steps,ingredients,steps,n_ingredients
211060,5,bailey s beach baby,2,"['baileys irish cream', 'parrot bay coconut rum', 'cream']","['combine the ingredients with ice in a cocktail shaker and shake vigorously until foamy', 'serve in glass with or without ice']",3
63769,5,pink grapefruit spritzers,8,"['pink grapefruit', 'navel orange', 'grapefruit-tangerine juice', 'club soda', 'fresh raspberry', 'mint sprig']","['with sharp knife , cut a thin slice off top and bottom of grapefruit and orange', 'place cut side down and cut off peel and pith from sides', 'holding grapefruit& orange over a bowl , cut between membranes to release sections into bowl', 'squeeze juices from membranes into bowl', 'to serve , drain juices from bowl into a large pitcher', 'add juice cocktail& club soda or champagne or sparkling wine', 'divide citrus sections and raspberries among glasses or goblets', 'add juice mixture and garnish with mint sprig']",6
185411,5,brazilian pina colada,2,"['unsweetened pineapple juice', 'coconut milk', 'condensed milk', 'pineapple chunks', 'malibu rum']","['mix in blender until all ingredients are incorporated , and pour over ice', 'garnish with a slice of pineapple and an umbrella !']",5
322532,5,nutty colada,2,"['amaretto', 'white rum', 'cream of coconut', 'pineapple juice']","['blend all ingredients together with 1 / 2 cup ice', 'add more ice as you wish']",4
340955,5,juice of a few flowers   ina garten,6,"['orange juice', 'pink grapefruit juice', 'fresh lemon juice', 'lime juice', 'vodka', 'granulated sugar', 'mint sprigs']","['combine juices and vodka in a cocktail shaker 3 / 4 filled with ice', 'shake until outside of shaker is frosted with condensation , about 30 seconds', 'dip rims of martini glasses in orange juice in a small bowl', 'dip wet rims in sugar', 'divide cocktail between glasses', 'garnish with mint sprigs']",7
279303,5,cosmalize,2,"['alize gold passion liqueur', 'citrus-infused vodka', 'cranberry juice', 'fresh lemon juice']","['shake all ingredients with ice', 'strain into a chilled cocktail glass , and serve']",4
65909,4,strawberry limeade,3,"['strawberries', 'water', 'lime juice', 'sugar', 'ice cubes']","['in a blender , combine strawberries , water , lime juice , and sugar , blending until sugar dissolves', 'serve over 3 ice cubes in a short glass', 'garnish with mint leaves and whole strawberries']",5
407705,5,irish coffee,8,"['irish whiskey', 'strong black coffee', 'brown sugar', 'heavy cream', 'boiling water', 'nutmeg']","['boil water and fill the glass mug to warm through', 'dump out water', 'pour whiskey in glass , add coffee , sugar', 'stir to combine', 'shake or vigorously stir heavy cream', 'do not whip - the idea is to have frothy cream , not whipped stiff peaks', 'gently float the cream on top of the coffee', 'optional: sprinkle nutmeg and / or cinammon on top']",6
164253,5,polish fire vodka  krupnik   spiced honey vodka,4,"['honey', 'water', 'vanilla extract', 'ground nutmeg', 'ground cinnamon', 'ground cloves', 'orange zest', 'vodka']","['in a large saucepan , combine all ingredients except for vodka and bring to a boil', 'cover and reduce heat to a simmer', 'simmer for 5 minutes', 'add the vodka , and when heated through , sreve immediately in irish coffee cups serve chilled later in juice glasses']",8
213053,5,the big o,1,"['baileys irish cream', 'amaretto', 'vodka']",['shake ingredients and serve over ice'],3
321212,5,california iced tea,2,"['citrus-infused vodka', 'gin', 'rum', 'amaretto', 'triple sec', 'sour mix', 'orange juice', 'cranberry juice']","['shake in a cocktail shaker and strain into a pretty glass', 'garnish with an orange slice']",8
77800,5,hot butter your buns with buttered rum in a crock pot,6,"['brown sugar', 'butter', 'salt', 'cinnamon sticks', 'cloves', 'cardamom pods', 'ground nutmeg', 'dark rum', 'heavy cream', 'cinnamon stick']","['put first 7 ingredients into crock pot', 'add 2 quarts hot water', 'stir well', 'cover pot and cook on low for 5 hours', 'add rum and stir to blend', 'serve from pot in warm mugs with a scoop of whipped cream and a dusting of nutmeg and cinnamon stick as stirrer']",10
347791,5,woo woo cocktail,4,"['vodka', 'peach schnapps', 'cranberry juice', 'lime wedges']","['half fill a 14 oz tumbler with ice and add all liquids', 'if using tumbler put the larger half of the cocktail shaker on the top of the glass tumbler hold tight and shake until their is condensation on outside of the cocktail shaker', 'tap cocktail shaker gentle on a surface to release glass and pour from cocktail shaker back into tumbler', 'serve with lime wedges']",4
379190,5,purple basil lemonade,10,"['water', 'lemon juice', 'purple basil', 'sugar', 'ice']","['combine water and juice in a large bowl', 'place 1 / 2 cup basil and sugar in a mortar', 'pound with pestle until a paste forms', 'add sugar mixture into juice mixture', 'stir until sugar dissolves', 'strain mixture through a sieve over a bowl', 'discard solids', 'place 1 cup of ice in each of 4 glasses', 'pour about 1 cup lemonade into each glass', 'garnish each serving with 1 basil sprig']",5
353387,5,pomidori,2,"['midori melon liqueur', 'apple juice', 'ice']","['fill cocktail glass with ice', 'add midori and apple juice and stir to blend']",3
316084,4,salsa night sangria  one glass,1,"['red wine', 'club soda', 'apricot brandy', 'orange juice', 'lime juice', 'lemon juice', 'ice cubes', 'apple', 'grenadine']","['combine all ingredients in a wine glass , stir and enjoy !']",9
433355,5,strawberry daiquiri jello shot,10,"['wild strawberry gelatin', 'boiling water', 'white rum', 'prepared sweet-and-sour mix']","['bring water to a rolling boil , then remove from heat', 'stir together boiling water and powdered gelatin in a mixing bowl', 'stir constantly until gelatin is completely dissolved', 'stir in cold water and alcohol', 'pour mixture into , individual shot-size plastic or paper cups', 'to make the jello easier to consume , buy plastic cups that also have lids', 'pour the mix into the cup , add the lid , then turn it upside down prior to refrigeration', 'place shots on a tray in refrigerator', 'chill until firm', 'refrigerate until served']",4
280954,5,bird of paradise,2,"['tequila', 'white creme de cacao', 'amaretto', 'heavy cream', 'ice']","['blend all ingredients with crushed ice', 'serve in a sour glass or fluted wine glass']",5
369072,5,the rose cocktail,2,"['apricot brandy', 'gin', 'dry vermouth', 'grenadine', 'ice']","['combine ice , apricot brandy , gin , vermouth & grenadine in a cocktail shaker , shake well', 'strain into a martini glass']",5
290578,4,cinnamon cider martinis,9,"['cinnamon sticks', 'vodka', 'apple cider', 'cinnamon sugar']","['make the cinnamon-flavored vodka: place 2 cinnamon sticks inside the bottle of vodkayou may need to pour out a small amount of the vodka to make room for the cinnamon sticks', 'seal tightly and let stand at room temperature for about 2 weeks , depending on the desired level of flavor', 'shake the bottle every few days', 'remove the cinnamon sticks and use', 'rim the glass: dip the edges of 4 martini glasses in apple cider and rim them with cinnamon sugar', 'make the drink: in a small saucepan , combine the 1 cup cider and 6 oz', 'vodka', 'heat over medium to medium-high heat until warm but not hot', 'pour into rimmed martini glasses and serve']",4
305152,4,baileys coffee frappe,3,"['baileys irish cream', 'scotch whisky', 'milk', 'honey', 'instant coffee', 'boiling water']","['blend two heaped teaspoons of instant coffee with one small cup of boiling water', 'blend all ingredients with 2-3 ice cubes', 'garnish with coffee beans']",6
147538,5,barnamint baileys,2,"['baileys irish cream', 'green creme de menthe', 'oreo cookies', 'half-and-half cream', 'vanilla ice cream', 'ice']","['combine incredients in a blender and blend until smooth', 'pour into classes and garnish with crumbled oreo cookies']",6
224745,5,redskin,6,"['vanilla vodka', 'strawberry liqueur', 'guava juice', 'fresh strawberries', 'ice']","['combine ingredients in blender', 'blend on high speed until smooth', 'pour into glass and enjoy', '(if vanilla vodka is unavailable simply combine 250ml vodka with 2 split vanilla beans in glass jar , seal and let stand for 5 days', 'discard the vanilla beans before using the vodka', 'hey presto your very own vanilla infused vodka ! )']",5
334394,5,chocolate mint smooth,3,"['coffee liqueur', 'light cream', 'dark creme de cacao', 'peppermint schnapps']","['fill half a shaker with ice', 'pour the ingredients into the shaker and shake well', 'serve chilled']",4
127375,5,rusty nail,3,"['scotch', 'drambuie', 'lemon twist']","['pour the scotch and drambuie into an old-fashioned glass almost filled with ice cubes', 'stir well', 'garnish with the lemon twist']",3
36020,5,brunch bellinis,2,"['lemon juice', 'peach nectar', 'brut champagne']","['pour 2 tsp lemon juice and 1 / 4 cup chilled peach nectar into one champagne flute', 'top with 1 / 2 cup chilled champagne and serve']",3
320268,5,ocean cruiser  frozen alcoholic drink,3,"['midori melon liqueur', 'cream of coconut', 'pineapple juice', 'peach', 'ice']","['put all ingredients in blender with 1 / 2 cup ice', 'blend', 'add more ice as you wish']",5
245069,5,spiced pear martini,3,"['mint sprigs', 'pear nectar', 'spiced rum', 'fresh lime juice', 'simple syrup', 'nutmeg', 'pear']","['quickly muddle mint in the bottom of a cocktail shaker', 'fill shaker with ice and add pear nectar , rum , lime juice , simple syrup and nutmeg', 'vigorously shake and strain into a chilled martini glass and garnish with pear slice']",7
118740,5,reef juice,4,"['rum', 'vodka', 'creme de banane', 'fresh lime juice', 'pineapple juice']","['pour all the ingredients into an ice-filled shaker', 'shake vigorously', 'strain into a highball filled with ice', 'garnish with a wedge of pineapple']",5
217549,5,amarula caf de cocoa,2,"['amarula cream liqueur', 'hot cocoa', 'strong black coffee', 'butterscotch schnapps']","['pour the hot chocolate , hot black coffee and butterscotch schnapps into a latte style coffee glass', 'add the amarula cream to the top and stir gently']",4
271411,3,isle of coconut,3,"['white rum', 'light coconut cream', 'lime juice', 'lemon juice', 'orange juice', 'sugar syrup', 'ice', 'fresh coconut']","['mix all the ingredients in a blender with ice until smooth', 'pour into glass', 'add slices of fresh coconut shavings if desired']",8
219437,4,white out,6,"['amarula cream liqueur', 'coffee liqueur', 'vodka', 'butterscotch schnapps', 'half-and-half']","['mix all ingredients together , except cream', 'to be shaken , not stirred', 'pour into a tumbler glass (i use a stemless white wine glass --', 'add a splash of cream', 'stir at this point', 'add a few ice cubes and enjoy !']",5
276593,5,hpnotiq sangria,1,"['hpnotiq liqueur', 'red wine', 'orange juice']",['shake with ice and strain in an ice-filled glass'],3
269785,5,pomegranate delight,3,"['vodka', 'pomegranate juice', 'soda water', 'ice']","['combine the vodka and pomegranate juice', ', mix well', 'pour the juice over crushed ice and top with the soda water']",4
251020,5,absolut wonder,4,"['vanilla vodka', 'white chocolate liqueur']","['rim the glass in lemon juice then in chocolate grated', 'pour vodka and liqueur in a shaker cold', 'shake , then strain 2 times in a cocktail glass', 'let drop a marashino cherry in the bottom of the glass']",2
456586,5,strawberry mango limonata,16,"['frozen strawberries', 'mangoes', 'sugar', 'italian soda']","['in a large blender , blend the thawed fruit together until smooth', 'stop the blender and add the sugar , a little at a time , tasting every now and then until the fruit is to your desired sweetness', 'i like mine sweet enough to have as a topping for a dessert , but still tart enough to make a statement', 'at this point , you can chill the fruit base for use within the next three days , or freeze into cubes for later use', 'to assemble your drink , take a glass and half fill it with your fruit base', 'if you prefer your drink lemony , use less fruit', 'fruitier , use more', 'carefully pour the limonata into the glass , stirring gently until the fruit is dissipated throughout', ""you won't use a whole can unless your glass is very large"", 'if you want to make the limonata a little naughtier , add a shot of vodka', 'gather your friends around and enjoy this great , fruity tart drink !', 'a possible substitute for limonata: limonata is 16% lemon juice from concentrate', 'i am thinking that by mixing 2 parts lemon juice concentrate with 10 parts sparkling water , you should have a very close substitute', 'another easy substitute: use 7-up or sprite', 'if you do this , cut back on the amount of sugar you use in the fruit base , as these sodas are sweetened already', 'add a little splash of lemon juice concentrate or fresh-squeeze lemon juice to each glass to make it tart']",4
286717,4,blizzard,1,"['white creme de cacao', 'chambord raspberry liquor', 'vodka', 'kahlua', 'whole milk', 'ice']",['serve shaken and poured over ice or blend with ice in blender'],6
180077,4,blue lagoon,1,"['vodka', 'blue curacao', 'lemonade']","['in a long-stemmed glass filled with ice cubes , stir together vodka , curacao , and lemonade']",3
72979,5,rum and champagne punch,5,"['apricot nectar', 'pineapple juice', 'guava nectar', 'light rum', 'champagne']","['mix first 4 ingredients in large pitcher or bowl', 'cover and refrigerate until cold', 'place a fancy-molded ice in punch bowl', 'pour juice mixture over', 'add champagne and party !']",5
292678,5,amaretto tea,3,"['tea', 'amaretto', 'whipped cream']","['pour hot tea into a pousse-cafe glass , using a spoon in glass to prevent cracking', 'add amaretto , but do not stir', 'op with chilled whipped cream and serve']",3
433515,5,triple chocolate raspberry cordial,2,"['chocolate syrup', 'chambord raspberry liquor', 'creme de cacao', 'white chocolate liqueur', 'kahlua']","['place all ingredients in a cocktail shaker , and shake vigorously', 'pour into cordial or cocktail glass']",5
116132,5,green lake bloody mary,4,"['tomato juice', 'absolut vodka', 'fresh lemon juice', 'worcestershire sauce', 'tabasco sauce', 'wasabi', 'salt & fresh ground pepper', 'beef jerky']","['combine tomato juice , vodka , lemon juice , worcestershire , tabasco and half the wasabi in a cocktail shaker and shake lightly until the wasabi is dissolved', 'pour into an iced tumbler', 'season to taste with salt and pepper', 'optional: garnish with the beef jerky stick and the remaining wasabi']",8
101117,5,giligans island cocktail,3,"['orange juice', 'cranberry juice', 'vodka', 'peach schnapps']","['pour all ingredients in a shaker with ice', 'shake for 30 seconds', 'strain and serve in tall cocktail glasses']",4
279468,0,gordon biersch raspberry iced tea cocktail by todd wilbur,4,"['stolichnaya raspberry vodka', 'gin', ""captain morgan's spiced rum"", 'prepared sweet-and-sour mix', 'chambord raspberry liquor', 'sprite', 'lime wedge']","['fill a 12 oz glass with ice', 'pour ingredients in glass in order listed above', 'add lemon wedge for garnish', 'enjoy ! :d']",7
261770,5,cookies   cream cocktail,3,"['oreo cookies', 'milk', 'ice cream', 'baileys irish cream', 'kahlua', 'honey', 'strawberry']","['add milk , ice cream , baileys and kahlua to crushed cookies and blend until well combined', 'drizzle honey on the inside of two cocktail glasses', 'pour cocktail into each glass and serve garnished with strawberries']",7
218396,5,jolly green apple,3,"['vodka', 'sour apple liqueur', 'sprite', 'ice']","['in a shaker , combine vodka and schnapps , and ice', 'shake and pour into a pint glass', 'fill to the top with sprite and enjoy !']",4
327232,5,pinky lady lemonade cocktail,4,"['vodka', 'peach schnapps', 'frozen pink lemonade concentrate', 'ginger ale', 'orange']","['prepare pink lemonade by diluting with water per the instructions on container', 'in a glass 3 / 4 filled with ice , pour schnapps & vodka', 'add lemonade and a splash of ginger ale , stir', 'garnish with orange slice if desired']",5
192813,5,bartenders root beer,2,"['kahlua', 'galliano', 'club soda', 'coke']","['mix all ingredients over ice in a hi ball glass', 'enjoy']",4
73258,5,red lobster margaritas,4,"['fresh lemon juice', 'fresh lime juice', 'orange, juice of', 'sugar', 'tequila', 'triple sec', 'water', 'ice']","['combine sugar and water in a pitcher and stir until dissolved', 'add fruit juices', 'mix in liquors and stir well', 'keep refrigerated until ready to serve']",8
176311,5,cozy fuzzy vodka,4,"['peach', 'vodka']","['cut a very ripe peach in half , remove the pit and squeeze', 'strain the juice from the pulp', 'add the vodka', 'serve straight up or over ice']",2
292164,5,baileys mocha frappe,3,"['ice cubes', 'baileys irish cream', 'milk', 'instant coffee', 'chocolate fudge topping']","['place the ice cubes , the baileys , the instant coffee and the milk in a blender and blend until almost smooth', 'swirl the chocolate topping around the rim of 2 serving glasses', 'fill with the baileys mixture to serve']",5
449518,5,tequila sunset,4,"['ice cube', 'tequila', 'orange juice', 'blackberry brandy', 'cherries']","['fill a collins glass with ice cubes', 'add tequila and orange juice , and stir well', 'top with blackberry brandy , and let the brandy slowly settle and fall through the orange juice layer', 'add a cherry on top , and serve']",5
330100,5,gin  buck,3,"['gin', 'lemon juice', 'ginger ale']","['mix gin and lemon juice in a shaker', 'pour over ice cubes in an old fashioned glass', 'top with gingerale']",3
370788,5,non alcoholic sangria,3,"['sugar', 'orange juice', 'lemon', 'orange', 'apples', 'seltzer water', 'grape juice']","['in a large pitcher , combine orange juice , sugar , and grape juice', 'add cut fruit and stir until sugar is dissolved', 'refrigerate until cool and add seltzer water soda just before serving']",7
275330,5,chopin s player s cup,3,"['vodka', 'grand marnier', 'fresh lime juice', 'of fresh mint', 'fruit', 'cucumber', 'ginger ale', 'bitters']","['combine all ingredients and add ice', 'shake briefly and top with ginger ale and angostura', 'to your health !']",8
403742,5,monkey magic,3,"['creme de banane', 'kahlua', 'milk']","['fill high ball glass with ice cubes', 'add banana and kahlua topping with the milk', 'stir with straw and enjoy']",3
18215,5,peachy treat,2,"['peach slices', 'orange juice', 'vanilla yogurt', 'honey', 'gingerroot']","['blend peaches and orange juice in the blender', 'add the yogurt , honey , and ginger and blend until smooth']",5
326800,4,fuzzy navel martini,4,"['vodka', 'peach schnapps', 'fresh peach']","['please vodka and schnapps in a cocktail shaker with several ice cubes', 'shake well', 'strain into a cocktail glass', 'serve with a slice of fresh peach for garnish']",3
193763,5,the margareta,3,"['lemonade', 'ciclon', 'triple sec']","['combine in a glass', 'add ice if you wish', 'enjoy !']",3
364253,3,virgin chocolate cherry mocktail,3,"['vanilla ice cream', 'glace cherries', 'chocolate syrup']","['place all ingredients into a blender', 'blitz until all is mixed', 'best served in old ice cream sundae glasses with straw and spoon']",3
254955,5,black dragon,1,"['peppermint schnapps', 'kahlua', 'scotch whisky']",['layer drinks in glass in order listed'],3
257260,5,woman warrior martini,5,"['vodka', 'blue curacao', 'lime juice', 'fruit', 'ice']","['add ice to cocktail shaker', 'pour in vodka , blue curaco and lime juice', 'shake', 'strain into chilled martini glass', 'garnish and serve']",5
537459,5,bailey s chocotini,5,"['baileys irish cream', 'chocolate liqueur', 'vodka']","['to layer: add chocolate liqueur to glass', 'next pour irish cream over spoon into glass', 'next pour vodka over spoon into glass', 'if choose blend:', 'add all to shaker , then add to glass']",3
172111,5,purple haze ii,2,"['sake', 'raspberry liqueur']","['pour ingredients in a sake carafe & heat', 'for variation , substitute plum wine for the raspberry liqueur']",2
379883,5,mango grand margarita,6,"['tequila', 'grand marnier', 'mango puree', 'limes']","['in a large shaker add all ingredients over ice', 'shake very very well', 'wipe the rim of 2-3 margarita glasses with a lime wedge then dip is salt or sugar', 'fill glass with ice and and pour well shaken mix into glasses', 'garnish with a fresh mango slice', 'don`t drink and drive !']",4
127209,4,vodka orange sipper,5,"['vodka', 'orange juice', 'lemon-lime flavored soda', 'ice cube', 'maraschino cherry juice']","['stir together first 3 ingredients in a pitcher', 'fill 8 glasses with ice cubes , filling 3 / 4 full', 'pour vodka mixture evenly over ice', 'spoon 2 teaspoons cherry juice into each glass ~ do not stir', 'serve immediately']",5
419633,5,sarasota s mango lemonade with a kick,10,"['mango', 'fresh lemon juice', 'club soda', 'fresh ginger', 'sugar', 'water', 'of fresh mint', 'lemon', 'vodka', 'bourbon']","['simple syrup -- in a small sauce pan , add the water , sugar and ginger and bring to a boil', 'reduce to medium low and simmer for 5 minutes to infuse the ginger flavor', 'remove from the heat and refrigerate for at least 2-3 hours', 'puree -- in a blender , add the mango , lemon juice and chilled simple syrup until smooth', 'then add to a pitcher , and chill for another 2-3 hours until icy cold', 'serve -- in the pitcher with the mango lemonade puree , add the club soda and mix well', 'to each glass , add ice and a few mint leaves , top with the mango lemonade and garnish with a fresh lemon slice', 'easy and refreshing', 'for the adults: one shot of either vodka or bourbon to each glass', 'enjoy !']",10
321090,5,limoncello cosmopolitan,2,"['vodka', 'cranberry juice', 'limoncello']","['pour into shaker with a little ice', 'shake and pour into martini glass and garnish with a lemon wedge']",3
223648,5,kahlua kiss,2,"['kahlua', 'creme de noyaux', 'cream']","['pour kahlua half-way in a champagne flute filled with crushed ice', 'add creme de noyaux , top with cream , and serve']",3
514388,5,fruited coconut limeade,5,"['coconut water', 'lime juice', 'sugar', 'mango', 'pineapple rum']","['in a large bowl combine coconut water , lime juice , sugar , mango and rum', 'stir until sugar is well dissolved', 'cover and chill for at least 4', 'to serve , transfer to a pitcher', 'serve in tall glasses over ice cubes']",5
341122,5,happy apple cocktail,3,"['vodka', 'sour apple liqueur', 'apple juice', 'ginger ale', 'lemon juice']","['place the first four ingredients in a cocktail shaker with ice and shake together well', 'strain into a sling glass half filled with cubed ice', 'top up with ginger ale']",5
298655,3,creamy kiss,1,"['amaretto', 'irish cream', 'peach schnapps', 'cream']",['mix in order and stir'],4
229789,5,benedictine orange champagne,4,"['benedictine', 'orange juice', 'champagne', 'grenadine']","['stir the benedictine and orange juice together', 'add the champagne', 'serve in tall glasses', 'garnish with a fresh cherry or berries of choice']",4
439880,5,washington apple,6,"['ice cube', 'bourbon', 'sour apple liqueur', 'cranberry juice', 'apple']","['fill a cocktail shaker halfway full with ice', 'add in bourbon , apple pucker , and cranberry juice', 'shake vigorously until the drink is cold', 'strain into a cocktail glass', 'garnish with apple slice', 'serve']",5
259778,4,the old cuban,4,"['lime juice', 'simple syrup', 'mint leaves', 'rum', 'angostura bitters', 'champagne']","['muddle lime juice , simple syrup , and mint', 'add rum and bitters and shake with ice', 'strain into a cocktail glass and fill with champagne', 'garnish with a sugar-dried vanilla bean and mint']",6
263563,3,skip and go barefoot,3,"['grenadine', 'lemon, juice of', 'vodka', 'beer']","['mix grenadine , lemon juice , and vodka', 'pour into a tall glass', 'add ice and fill with beer']",4
63677,4,joe s crab shack swamp moss  copycat,3,"['southern comfort', 'midori melon liqueur', 'malibu rum', 'pineapple juice', 'lime wedge']","['fill a tall glass with ice', 'add all ingredients and shake or stir until well blended', 'ganish with a lime wedge']",5
249716,5,sweet ruby red,3,"['ruby red grapefruit vodka', 'grapefruit juice', 'grenadine', 'cherries']","['pour vodka , grapefruit juice and grenadine into a shaker with ice', 'shake and strain into a chilled martini glass', 'garnish with a cherry']",4
251809,4,green island fragrance,3,"['vodka', 'midori melon liqueur', 'lemon juice', 'pineapple juice', 'sugar syrup', 'lemon']","['pour ingredients in a shaker with ice', 'shake and strain in a highball glass on ice', 'squeeze the lemon slice above the drink , then let drop in it and serve with straws']",6
343103,4,frozen mango colada,5,"['mango juice', 'pineapple', 'coconut rum', 'granulated sugar', 'lime juice', 'fresh pineapple chunk']","['in shallow metal cake pan , stir together mango and pineapple juices , coconut rum , granulated sugar and lime juice', 'freeze until firm , about 4 hours', 'scrape into blender', 'pulse until smooth', 'garnish each serving with pineapple']",6
222022,5,soothing southern comfort,3,"['southern comfort', 'ginger ale', 'limes', 'cherries']","['in a shaker filled with ice shake southern comfort and lime juice till well frosty cold', 'pour into highball glasses that are filled with ice', 'top with soda and garnish with lime and cherry !']",4
24970,5,bloody mary s party style,3,"['tomato juice', 'lemon juice', 'worcestershire sauce', 'tabasco sauce', 'salt', 'pepper', 'vodka', 'celery']","['chill all ingredients together except vodka', 'stir in vodka and serve', 'adjust seasoning if necessary to taste']",8
8874,4,mai tai,2,"['lime', 'curacao', 'sugar', 'orgeat syrup', 'light rum', 'dark rum', 'lime peel', 'pineapple chunk', 'maraschino cherry']","['squeeze the lime over ice', 'add other ingredients , and decorate with the fruit']",9
49227,5,cranberry margarita  2,6,"['tequila', 'triple sec', 'cranberry juice', 'ice cubes', 'granulated sugar']","['moisten rim of margarita or martini glass with some cranberry juice', 'hold glass inverted and dust exterior portion with some granulated sugar so it sticks to the juice on the outside rim', 'add ice cubes to a cocktail shaker and top with tequila , triple sec , and cranberry juice', 'replace lid and shake vigorously', 'pour into prepared glass and serve', 'salud !']",5
377958,5,breakfast bellini  non alcoholic,2,"['peach nectar', 'sparkling grape juice', 'lime twist']","['pour peach nectar into a champagne flute or jice glass', 'gently stir in the sparkling white grape juice & serve garnished with a lime twist']",3
272139,5,t g i  friday s frozen key lime,4,"['light rum', 'lime juice', 'sugar', 'vanilla ice cream', 'ice']","['garnish: aerosol whipping creamand lime wheel', 'combine ingredients in blender , blend until smooth', 'serve in a tall specialty glass', 'servings: 1']",5
319227,5,neelys hurricane,4,"['ice cube', 'light rum', 'dark rum', 'passion fruit juice', 'pineapple juice', 'lime, juice of', 'grenadine', 'orange']","['fill the hurricane glasses with ice', 'mix the rums , passion fruit juice , pineapple juice , lime juice , and grenadine in an ice filled shaker', 'strain into the hurricane glasses', 'garnish with a wheel of orange']",8
210601,5,fran s mai tai punch,3,"['unsweetened pineapple juice', 'dark rum', 'light rum', 'cointreau liqueur', 'lime juice', 'ice']","['combine all ingredients', 'pour over ice in punch bowl and garnish with lime slices and fresh fruit or edible flowers', 'this will keep your punch cold and is more attractive then just ice cubes']",6
232785,3,framboise champagne cocktail,3,"['framboise liqueur', 'champagne', 'sugar cubes']","['place one sugar cube in each of 8 glasses , add a capful or 2 teaspoons of liqueur to each glass', 'fill each glass with well chilled champagne', 'serve immediately']",3
485159,5,jack frost,1,"['jack daniels whiskey', 'drambuie', 'grenadine', 'prepared sweet-and-sour mix', 'orange juice']",['combine all the ingredients over ice in a glass'],5
349403,5,big chill cocktail,2,"['dark rum', 'pineapple juice', 'orange juice', 'cranberry juice', 'cream of coconut', 'ice cream']","['blend ingredients with 1 scoop of ice cream', 'serve in 12 oz pilsner glass with a pineapple garnish']",6
193556,4,twisted apple,5,"['ciclon', 'amaretto', 'apple juice', 'club soda']","['fill glass with crushed ice', 'add all ingredients and stir', 'strain into chilled glass or serve on the rocks', 'drink !', 'repeat !']",4
372641,5,tropical breeze  cocktail,3,"['pineapple juice', 'coconut rum', 'white rum', 'ice cubes']","['add all ingredients to a shaker', 'shake for 10-12 seconds', 'pour / strain into a chilled glass and enjoy !']",4
215899,5,the dirty leprechaun,2,"['baileys irish cream', 'midori melon liqueur', 'jagermeister']","['layer ingredients in shot glass using back of spoon to separate layers', 'ingredients can be combined in a shaker with ice and strained into shot glass']",3
122066,5,tomahawk,3,"['tequila', 'triple sec', 'cranberry juice', 'pineapple juice']","['add all the ingredients to a shaker filled with ice', 'shake vigorously', 'strain into a highball filled with ice']",4
146850,5,bourbon eggnog,5,"['bourbon', 'milk', 'heavy cream', 'eggs', 'sugar', 'nutmeg']","['separate eggs and beat the yolks until creamy', 'whip sugar into the yolks , then beat the whites until they stand in peaks , adding a 1 / 2 cup of additional sugar if desired', 'beat the yolks and bourbon together and add the whites', 'beat cream into a froth , then add milk and cream to the egg mixture', 'add nutmeg to taste and garnish each cup with a dash of nutmeg for a dash of color']",6
222537,4,bust my cherry   spirits,6,"['dry gin', 'cherry juice', 'ice', 'ginger ale']","['in a tall glass place gin', 'add cherry juice', 'add crushed ice', 'add ginger ale to fill', 'do not stir', 'serve']",4
292681,5,amaretto shake,2,"['chocolate ice cream', 'brandy', 'amaretto']","['combine all ingredients in a blender and blend at high speed until smooth', 'serve in chilled glass garnished with bittersweet chocolate shavings']",3
361431,4,annemarie s monkey la la,2,"['vodka', 'kahlua', 'half-and-half', 'ice cream', 'cream of coconut']","['mix all in the blender', 'serve in a cold glass !']",5
197156,5,gin buck,20,"['lemon juice', 'gin', 'ginger ale', 'lemon wedge']","['squeeze lemon juice into chilled glass filled with ice cubes', 'drop in lemon shell', 'add in gin', 'top with ginger ale , stirring gently', 'garnish with lemon slice', 'apple buck: substitute apple brandy for the gin', 'add a slice or spear of candied ginger', 'brandy buck: substitute brandy for the gin', 'add 1 teaspoon white creme de menthe', 'garnish with 3 seedless grapes', 'greek buck: substitute mextaca for the gin', 'add 1 teaspoon ouzo', 'garnish with lemon slice', 'new orleans buck: substitute 2 tablespoons orange juice plus 1 tablespoon lime juice for the lemon juice', 'substitiute rum for the gin', 'garnish with lime slice', 'orange buck: substitute 2 tablespoons orange juice plus 1 tablespoon fresh lime juice for the lemon juice', 'garnish with orange slice', 'peach buck: substitute vodka for the gin and add 1 tablespoon peach brandy', 'garnish with peach slice']",4
271492,5,go go juice,4,"['vodka', 'gin', 'white rum', 'tequila', 'blue curacao', 'orange juice', 'diet lemonade', 'lime juice', 'cracked ice', 'lemon slice']","['shake all ingredients well , except lemonade , with cracked ice', 'strain into a collins glass filled with ice', 'top with lemonade', 'garnish with lemon slice']",10
246260,5,spiked blended lemonade,8,"['vodka', 'frozen lemonade concentrate', 'ice cubes', 'mint sprig']","['combine 1 1 / 2 cups vodka , 1 cup lemonade concentrate , and 4 cups ice cubes in blender', 'blend to just smooth but still slushy consistency', 'pour into large pitcher', 'repeat with remaining vodka , lemonade and ice', 'add to same pitcher', 'whisk lemonade gently', 'pour into 8 tall glasses', 'garnish with mint and serve']",4
389300,5,godiva martini,1,"['chocolate liqueur', 'creme de cacao', 'vodka', 'half-and-half']","['mix all ingredients in a shaker with ice , shake and pour into a chilled cocktail glass']",4
